acc_code,incident_datetime,report_datetime,province_th,province_en,agency,route,vehicle_type,presumed_cause,accident_type,number_of_vehicles_involved,number_of_fatalities,number_of_injuries,weather_condition,latitude,longitude,road_description,slope_description
5838173,2022-01-09T23:40:00Z,2022-03-03T15:15:00Z,ปทุมธานี,Pathum Thani,department of highways,ทางเข้านิมิตรใหม่,motorcycle,speeding,rear-end collision,2,0,2,clear,13.92923544,100.7514497,straight road,no slope
5860901,2022-01-10T00:10:00Z,2022-03-07T09:29:00Z,ปทุมธานี,Pathum Thani,department of highways,บางคูวัด - บางพูน,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.95890895,100.5110219,straight road,no slope
7440949,2022-01-10T12:30:00Z,2022-12-08T08:25:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.62520952,100.3929162,straight road,no slope
5557624,2022-01-10T12:45:00Z,2022-01-12T10:47:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rear-end collision,4,0,0,clear,13.7294737,100.7417589,straight road,no slope
5545266,2022-01-10T15:55:00Z,2022-01-10T16:38:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,รามอินทรา-อาจณรงค์,other,other,side collision,2,0,1,clear,NA,NA,straight road,other
5551842,2022-01-10T17:00:00Z,2022-01-11T14:57:00Z,นครปฐม,Nakhon Pathom,department of highways,กำแพงแสน-ทุ่งคอก,motorcycle,cutting in closely by people/vehicles/animals,head-on collision (not overtaking),2,0,1,clear,14.12454579,99.98593925,straight road,no slope
6074619,2022-01-10T20:45:00Z,2022-04-11T14:07:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,large truck with trailer,speeding,rollover/fallen on straight road,1,0,0,clear,13.9627978,100.7127857,straight road,no slope
6567057,2022-01-11T01:40:00Z,2022-01-11T10:57:00Z,กรุงเทพมหานคร,Bangkok,department of rural roads,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,motorcycle,speeding,other,2,0,1,clear,13.681633,100.540839,wide curve,slope area
5823958,2022-01-11T06:00:00Z,2022-03-01T10:54:00Z,นนทบุรี,Nonthaburi,department of highways,คลองมหาสวัสดิ์ - คลองบางไผ่,large truck with trailer,speeding,rollover/fallen on straight road,1,0,0,clear,13.83943159,100.4132715,straight road,no slope
6073394,2022-01-11T08:09:00Z,2022-04-11T09:44:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rollover/fallen on curved road,1,0,1,clear,13.72983327,100.7563045,wide curve,no slope
5557197,2022-01-11T09:21:00Z,2022-01-12T09:10:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,6-wheel truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.73669623,100.6694278,straight road,no slope
6074777,2022-01-11T14:00:00Z,2022-04-11T14:30:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,14.01192077,100.7037923,straight road,no slope
7515097,2022-01-11T14:45:00Z,2022-12-28T15:49:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.82676542,100.5579546,straight road,no slope
6074714,2022-01-11T15:01:00Z,2022-04-11T14:22:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.73281402,100.8075508,straight road,no slope
5861456,2022-01-11T18:00:00Z,2022-03-07T11:28:00Z,สมุทรปราการ,Samut Prakan,department of highways,ท้ายบ้าน - บางตำหรุ,motorcycle,cutting in closely by people/vehicles/animals,rear-end collision,2,1,1,clear,13.523504580000001,100.6461918,straight road,no slope
6319726,2022-01-11T18:00:00Z,2022-06-06T15:03:00Z,สมุทรปราการ,Samut Prakan,department of highways,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,7-10-wheel truck,cutting in closely by people/vehicles/animals,rollover/fallen on straight road,1,0,0,clear,13.59400236,100.8087551,straight road,no slope
7440937,2022-01-11T18:40:00Z,2022-12-08T08:24:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.66364777,100.4413864,straight road,no slope
5553499,2022-01-11T19:34:00Z,2022-01-11T20:38:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,หมอชิต-กาญจนาฯ,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,other,other
5559489,2022-01-12T06:50:00Z,2022-01-12T15:32:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.92709028,100.7068044,straight road,no slope
6319713,2022-01-12T12:30:00Z,2022-06-06T15:03:00Z,สมุทรปราการ,Samut Prakan,department of highways,บางพลี - บางบ่อ,6-wheel truck,speeding,rear-end collision,5,0,0,clear,13.59555617,100.7530859,straight road,no slope
5862122,2022-01-12T16:40:00Z,2022-03-07T13:50:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,6-wheel truck,falling asleep,rear-end collision,5,0,0,clear,13.52440168,100.1841464,straight road,no slope
5838209,2022-01-12T20:45:00Z,2022-03-03T15:20:00Z,ปทุมธานี,Pathum Thani,department of highways,ทางเข้านิมิตรใหม่,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.92728553,100.7513988,straight road,no slope
7440939,2022-01-12T21:02:00Z,2022-12-08T08:22:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.67609513,100.4626161,straight road,no slope
6319089,2022-01-12T23:20:00Z,2022-06-06T13:17:00Z,กรุงเทพมหานคร,Bangkok,department of highways,งามวงศ์วาน - ดอนเมือง,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.92088379,100.6019702,straight road,no slope
5564187,2022-01-13T00:05:00Z,2022-01-13T08:14:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.99680813,100.7100445,straight road,no slope
5842735,2022-01-13T00:30:00Z,2022-03-04T09:02:00Z,ปทุมธานี,Pathum Thani,department of highways,ลำลูกกา - คลอง 16,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.9348742,100.7464984,other,other
6010532,2022-01-13T02:15:00Z,2022-03-31T13:40:00Z,สมุทรปราการ,Samut Prakan,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,large truck with trailer,speeding,rear-end collision,2,0,0,clear,13.70092012,100.8246311,straight road,no slope
6010445,2022-01-13T09:30:00Z,2022-03-31T13:25:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,other,speeding,rollover/fallen on straight road,1,0,0,clear,14.01824191,100.7005548,straight road,no slope
7560761,2022-01-13T15:19:00Z,2023-01-16T13:16:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,motorcycle,speeding,rear-end collision,2,0,1,clear,13.81328065,100.5593742,straight road,no slope
5801508,2022-01-14T02:00:00Z,2022-02-25T15:09:00Z,นนทบุรี,Nonthaburi,department of highways,คลองมหาสวัสดิ์ - คลองบางไผ่,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.85568213,100.4116514,straight road,no slope
7440895,2022-01-14T07:30:00Z,2022-12-08T08:18:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,motorcycle,speeding,rear-end collision,2,0,1,clear,13.8280488,100.5578209,other,other
5572632,2022-01-14T09:14:00Z,2022-01-14T10:59:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดาวคะนอง-ท่าเรือ,other,other,collision with obstruction (on road surface),1,0,3,clear,NA,NA,wide curve,other
6010609,2022-01-14T11:00:00Z,2022-03-31T13:57:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,4-wheel pickup truck,vehicle equipment failure,rollover/fallen on straight road,1,0,0,clear,13.8779154,100.6833163,straight road,no slope
5862070,2022-01-14T14:00:00Z,2022-03-07T13:40:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,vehicle equipment failure,rollover/fallen on straight road,1,0,1,clear,13.58377461,100.314652,straight road,no slope
5862069,2022-01-14T14:45:00Z,2022-03-07T13:43:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,cutting in closely by people/vehicles/animals,rear-end collision,2,0,0,clear,13.59268318,100.3519347,straight road,no slope
5862072,2022-01-14T15:27:00Z,2022-03-07T13:42:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,motorcycle,speeding,rear-end collision,2,0,1,clear,13.60314518,100.3706914,straight road,no slope
5693459,2022-01-14T19:41:00Z,2022-02-07T11:10:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงคลองสองต้นนุ่น - พิมพา,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.72972905,100.7290506,straight road,no slope
6073369,2022-01-14T22:50:00Z,2022-04-11T09:36:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,4-wheel pickup truck,overloaded vehicle,other,1,0,0,clear,13.7755539,100.688265,straight road,no slope
7561192,2022-01-14T23:40:00Z,2023-01-17T06:48:00Z,กรุงเทพมหานคร,Bangkok,department of highways,อรุณอมรินทร์ - พุทธมณฑลสาย 4,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.78130189,100.4281443,other,other
6363092,2022-01-14T23:45:00Z,2022-06-13T13:22:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,1,clear,13.78635422,100.5604738,straight road,no slope
5579080,2022-01-15T00:10:00Z,2022-01-15T09:11:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,motorcycle,speeding,rear-end collision,2,1,0,clear,13.81050855,100.6779358,straight road,no slope
6010850,2022-01-15T01:50:00Z,2022-03-31T14:54:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.77717684,100.6874415,straight road,no slope
6009504,2022-01-15T09:17:00Z,2022-03-31T09:25:00Z,ปทุมธานี,Pathum Thani,department of highways,บางปะอิน - แขวงรามอินทรา,other,speeding,rollover/fallen on straight road,1,0,0,clear,14.11013513,100.6811812,straight road,no slope
6243212,2022-01-15T11:50:00Z,2022-05-25T14:12:00Z,กรุงเทพมหานคร,Bangkok,department of highways,แขวงรามอินทรา - บางพลี,private/passenger car,speeding,rollover/fallen on straight road,1,0,1,clear,13.76927302,100.6919986,straight road,no slope
5585651,2022-01-15T12:00:00Z,2022-01-16T11:04:00Z,กรุงเทพมหานคร,Bangkok,department of highways,บางปะอิน - แขวงรามอินทรา,private/passenger car,speeding,rear-end collision,3,0,2,clear,13.88440166,100.6864303,straight road,no slope
